5/121/9|837951602||CP
5/283/8|Community|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-5-283-8.png|CL
7/117/11|ButtermilkDoughnut||
7/170/5|CrystalShyps/837951602||
7/216/4|CrystalShyps/837951602||
8/91/14|Hersmunch|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-8-91-14.png|
8/92/11|Hersmunch/837951602||
8/125/4|CrystalShyps|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-8-125-4.png|
8/126/3|Thaui|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-8-126-3.png|
8/154/2|837951602||
9/104/5|CrystalShyps/837951602||
10/78/18|837951602||
10/103/5|Hersmunch/837951602||
10/113/4|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-10-113-4.png|
10/123/2|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-10-123-2.png|
11/74/17|837951602||PC
11/95/9|12345ieee/837951602||
11/100/4|837951602||
16/74/16|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-16-74-16.png|PL
25/2062/1|837951602||LC
26/2059/1|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/animated-esports-sign-26-2059-1.png|LP
