8/100/14|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/pocket-i-ching-oracle-8-100-14.png|CP
8/137/13|837951602||
8/161/12|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/pocket-i-ching-oracle-8-161-12.png|CL
11/99/17|837951602||
13/97/16|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/pocket-i-ching-oracle-13-97-16.png|PC,PL
20/558/6|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/pocket-i-ching-oracle-20-558-6.png|LC
23/555/6|837951602|https://raw.githubusercontent.com/837951602/shenzhenIO-leaderboard-images/master/Images/pocket-i-ching-oracle-23-555-6.png|LP
